LapTime
0 days 00:01:26.725176470
0 days 00:01:25.384861111
0 days 00:01:25.642473684
0 days 00:01:24.386500
0 days 00:01:25.447733333
0 days 00:01:24.184500
0 days 00:01:27.372818181
0 days 00:01:25.668523809
0 days 00:01:26.767483870
0 days 00:01:25.885428571
0 days 00:01:26.961583333
0 days 00:01:26.131043478
0 days 00:01:24.703833333
0 days 00:01:27.511125
0 days 00:01:25.455594594
0 days 00:01:26.516090909
0 days 00:01:25.877772727
0 days 00:01:23.972700
0 days 00:01:27.859133333
0 days 00:01:26.564729729
0 days 00:01:26.994642857
0 days 00:01:25.156512820
0 days 00:01:27.200631578
0 days 00:01:26.407176470
0 days 00:01:26.092071428
0 days 00:01:36.606000
0 days 00:01:25.449142857
0 days 00:01:25.139555555
0 days 00:01:23.718095238
0 days 00:01:25.877333333
0 days 00:01:25.118772727
0 days 00:01:23.923375
0 days 00:01:25.747000
0 days 00:01:25.135631578
0 days 00:01:24.554000
0 days 00:01:29.547000
0 days 00:01:26.936740740
0 days 00:01:25.828500
0 days 00:01:25.201000
0 days 00:01:24.650909090
0 days 00:01:23.857000
0 days 00:01:27.789100
0 days 00:01:26.875200
0 days 00:01:25.621636363
0 days 00:01:25.889695652
0 days 00:01:26.005083333
0 days 00:01:24.852833333
0 days 00:01:27.094000
0 days 00:01:25.991368421
0 days 00:01:30.952714285
