LapTime,Position,Driver,DriverNumber,TeamName,LapNumber,Compound,Stint,PitInTime,PitOutTime,PitStopFlag
0 days 00:01:21.432000,3.0,Lando Norris,4,McLaren,53.0,HARD,3.0,,,False
